name,score
BadNames/AnoBissexto.java,0.9930177927017212
BadNames/CalculaAreaCirculo.java,0.9998326897621155
BadNames/CalculaAreaTrianguloIsoceles.java,0.9996333718299866
BadNames/CalculaDVBase10.java,0.18907873332500458
BadNames/CarregarFilhos.java,0.3243698477745056
BadNames/Combine.java,0.5587313771247864
BadNames/GetMedia.java,0.7681543827056885
BadNames/MonthPlus.java,0.7568182945251465
BadNames/MonthPrimeiroMesDoTrimestre.java,0.8107391595840454
BadNames/MonthSubtrai.java,0.895902693271637
