name,score
NoComments/AnoBissexto.java,0.9539830684661865
NoComments/CalculaAreaCirculo.java,0.9766910672187805
NoComments/CalculaAreaTrianguloIsoceles.java,0.8832497596740723
NoComments/CalculaDVBase10.java,0.1362709403038025
NoComments/CarregarFilhos.java,0.3201102316379547
NoComments/Combine.java,0.659666895866394
NoComments/GetMedia.java,0.8296799659729004
NoComments/MonthPlus.java,0.8744937181472778
NoComments/MonthPrimeiroMesDoTrimestre.java,0.7726362347602844
NoComments/MonthSubtrai.java,0.9123974442481995
