name,score
Original/AnoBissexto.java,0.9667691588401794
Original/CalculaAreaCirculo.java,0.9825215339660645
Original/CalculaAreaTrianguloIsoceles.java,0.9532175660133362
Original/CalculaDVBase10.java,0.47472089529037476
Original/CarregarFilhos.java,0.8080414533615112
Original/Combine.java,0.8921077847480774
Original/GetMedia.java,0.9482306838035583
Original/MonthPlus.java,0.9539591073989868
Original/MonthPrimeiroMesDoTrimestre.java,0.9496353268623352
Original/MonthSubtrai.java,0.9771192669868469
